PaperID,NSF_Award_Number,Type,Diff_ZScore,AwardNumber,DOI,DocType,Year,Date,JournalID,ConferenceSeriesID,Citation_Count,C10,Reference_Count,C5,Team_Size,Institution_Count,Disruption,Atyp_10pct_Z,Atyp_Pairs,Atyp_Median_Z,SB_B,SB_T,Patent_Count,Newsfeed_Count,Tweet_Count,NCT_Count,NIH_Count,NSF_Count,WSB_mu,WSB_sigma,WSB_Cinf,JournalTitle,PaperTitle,BookTitle,Publisher,Volume,Issue,FirstPage,LastPage,OriginalVenue,FamilyID,RetractionType
42577429,NSF-1449815,First,NA,1449815,10.1016/J.COGNITION.2015.12.014,Journal,2016,3/1/16,88198767,NA,3,NA,28,3,2,1,-0.000355408,0.095146241,99,232.9007749,0,0,0,0,0,0,0,1,NA,NA,NA,Cognition,Effects of statistical learning on the acquisition of grammatical categories through Qur'anic memorization: A natural experiment.,,Cognition,148,NA,79,84,Cognition,NA,
46217771,NSF-9987555,First,NA,9987555,10.1096/FASEBJ.21.6.A1010-C,Journal,2007,4/1/07,25293849,NA,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,The FASEB Journal,Multiple solvent crystal structures of RNAse A,,FASEB,21,6,,,The FASEB Journal,NA,
122259971,NSF-1922591,Second,0.088057618,1922591,,Conference,2007,6/6/07,NA,1190393634,9,8,0,5,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,NA,NA,NA,NA,Proceedings of the 7th international conference on New interfaces for musical expression,,,NA,NA,,,new interfaces for musical expression,NA,
164337820,NSF-1565215,Second,0.178431283,1565215,10.1007/978-3-642-30904-5_5,,2012,1/1/12,NA,NA,0,NA,37,0,2,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,NA,NA,NA,NA,Dynamic Trust Management: Network Profiling for High Assurance Resilience,,Springer Berlin Heidelberg,NA,NA,91,116,,NA,
264904740,NSF-1449815,First,NA,1449815,10.1109/JPROC.2015.2494118,,2016,1/1/16,NA,NA,11,NA,60,11,4,3,-0.000251214,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,Learning Reductions That Really Work,,IEEE,104,1,136,147,Proceedings of the IEEE,264904740,
565175910,NSF-1450032,First,NA,1450032,10.1016/J.YMETH.2015.06.009,Journal,2015,9/1/15,73539393,NA,45,NA,51,41,3,2,-0.001623875,-11.9421377,502,90.23584006,-0.1375,1,0,0,1,0,2,1,NA,NA,NA,Methods,Integrating single-molecule experiments and discrete stochastic models to understand heterogeneous gene transcription dynamics,,Methods,85,NA,12,21,Methods,NA,
801546517,NSF-1069283,Crossref,NA,1069283,10.1016/J.CAMWA.2015.04.002,Journal,2015,10/1/15,73535193,NA,55,NA,126,46,6,4,-0.003051882,-0.601155515,190,51.39635666,0.833333333,1,0,0,0,0,0,2,NA,NA,NA,Computers & Mathematics With Applications,An interactive geometry modeling and parametric design platform for isogeometric analysis,,Pergamon,70,7,1481,1500,Computers & Mathematics With Applications,NA,
840035214,NSF-1069004,Crossref,NA,1069004,10.1016/J.COMPCHEMENG.2015.06.012,Journal,2015,12/5/15,150671403,NA,16,NA,18,14,2,1,6.99765578531192e-05,-9.181848545,49,28.85598422,0,0,0,0,0,0,0,2,NA,NA,NA,Computers & Chemical Engineering,Evolutionary algorithm for de novo molecular design with multi-dimensional constraints,,Pergamon,83,NA,267,277,Computers & Chemical Engineering,NA,
943227489,NSF-1545211,Second,0.145398647,1545211,,Conference,2012,1/1/12,NA,2898413487,0,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,NA,NA,NA,NA,"The 17th Annual Graduate Education and Graduate Student Research Conference in Hospitality and Tourism, Auburn, Alabama, 5-7 January, 2012.",,Auburn University,NA,NA,,,graduate education and graduate student research conference hospitality tourism,NA,
970680158,NSF-1068780,Crossref,NA,1068780,10.1103/PHYSREVLETT.114.228101,Journal,2015,6/2/15,24807848,NA,65,NA,0,53,3,2,NA,NA,NA,NA,-0.85,1,0,0,0,0,0,3,NA,NA,NA,Physical Review Letters,Propagating Stress Waves During Epithelial Expansion,,American Physical Society,114,22,228101,,Physical Review Letters,NA,
992080595,NSF-1144901,Crossref,NA,1144901,10.1016/J.ADDR.2015.07.004,Journal,2016,1/15/16,114437232,NA,37,NA,151,37,2,1,-0.000614887,-5.199556969,2509,27.57478748,0.5,1,1,0,0,0,1,1,NA,NA,NA,Advanced Drug Delivery Reviews,Tissue engineering the cardiac microenvironment: Multicellular microphysiological systems for drug screening.,,Elsevier,96,NA,225,233,Advanced Drug Delivery Reviews,NA,
1131618028,NSF-1449815,First,NA,1449815,10.1121/1.4921677,Journal,2015,7/16/15,11296630,NA,8,NA,13,6,4,2,-0.002040816,8.328646559,36,117.9158652,-2.22E-16,1,0,0,0,0,1,1,NA,NA,NA,Journal of the Acoustical Society of America,Linguistically-based informational masking in preschool children.,,Acoustical Society of America,138,1,,,Journal of the Acoustical Society of America,NA,
1140399079,NSF-1449617,First,NA,1449617,10.1016/J.APGEOCHEM.2015.06.013,Journal,2015,12/1/15,105929320,NA,34,NA,25,28,5,3,-0.009938838,-19.64437128,76,19.7818032,0.1,1,0,0,3,0,0,1,NA,NA,NA,Applied Geochemistry,Pre-drilling water-quality data of groundwater prior to shale gas drilling in the Appalachian Basin: Analysis of the Chesapeake Energy Corporation dataset,,Pergamon,63,NA,37,57,Applied Geochemistry,NA,
1196362147,NSF-9972759,Crossref,NA,9972759,10.1016/J.EPSL.2015.07.029,Journal,2015,11/1/15,119230507,NA,45,NA,52,35,5,5,-0.002790824,-4.083041241,473,79.66649133,-1.076719577,1,0,0,0,0,0,3,NA,NA,NA,Earth and Planetary Science Letters,Paleogene plants fractionated carbon isotopes similar to modern plants,,Elsevier,429,NA,33,44,Earth and Planetary Science Letters,NA,
1262831263,NSF-1449999,First,NA,1449999,10.1117/12.2186357,,2015,9/5/15,NA,NA,0,NA,0,0,3,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,Narrow band gap conjugated polymers for emergent optoelectronic technologies,,International Society for Optics and Photonics,9564,NA,46,51,Light Manipulating Organic Materials and Devices II,NA,
1455188860,NSF-1633831,First,NA,1633831,10.1111/GCB.13489,Journal,2017,5/1/17,74970393,NA,100,NA,77,NA,6,1,-0.001181542,-0.358596357,572,77.93342577,-0.914994426,2,0,0,0,0,0,2,NA,NA,NA,Global Change Biology,"The sensitivity of soil respiration to soil temperature, moisture, and carbon supply at the global scale",,Glob Chang Biol,23,5,2090,2103,Global Change Biology,NA,
1504962755,NSF-1069240,Crossref,NA,1069240,10.1109/JLT.2015.2431984,Journal,2015,7/15/15,2307745,NA,7,NA,96,4,5,2,-0.000222321,2.748769196,129,257.2111876,0.5,1,0,0,0,0,0,1,NA,NA,NA,Journal of Lightwave Technology,Squeezing Light in Wires: Fundamental Optical Properties of Si Nanowire Waveguides,,IEEE,33,14,3116,3131,Journal of Lightwave Technology,NA,
1514424689,NSF-1144388,Crossref,NA,1144388,10.1103/PHYSREVE.91.042813,Journal,2015,4/29/15,35412551,NA,11,NA,3,10,3,1,0.000184706,NA,NA,NA,3.9,4,0,0,0,0,0,1,NA,NA,NA,Physical Review E,Robustness of spatial micronetworks,,American Physical Society,91,4,042813,042813,Physical Review E,NA,
1529623269,NSF-9987555,First,NA,9987555,10.1016/S0076-6879(06)22007-X,Journal,2007,1/1/07,182211142,NA,1,1,31,1,4,1,8.86973027150244e-06,0.325057955,155,73.46967677,2,4,0,0,0,0,0,1,NA,NA,NA,Methods in Enzymology,Classification of response regulators based on their surface properties.,,Academic Press,422,NA,141,169,Methods in Enzymology,NA,
1536737268,NSF-9987555,First,NA,9987555,10.1186/1471-2164-7-32,Journal,2006,2/22/06,28614077,NA,81,74,68,40,8,1,-0.000157996,-8.150069154,609,76.34514144,0.638888889,2,2,0,0,0,0,3,NA,NA,NA,BMC Genomics,Common features and interesting differences in transcriptional responses to secretion stress in the fungi Trichoderma reesei and Saccharomyces cerevisiae.,,BioMed Central,7,1,32,32,BMC Genomics,NA,
1557950900,NSF-1449617,First,NA,1449617,10.1038/NCLIMATE2598,Journal,2015,6/1/15,183584863,NA,102,NA,5,81,8,3,0.035578145,-60.43009249,4,-7.407169233,0,0,0,0,1735,0,0,3,NA,NA,NA,Nature Climate Change,US power plant carbon standards and clean air and health co-benefits,,Nature Publishing Group,5,6,535,540,Nature Climate Change,NA,
1571990956,NSF-1735258,Second,0.045460049,1735258,10.1007/978-3-540-74829-8_77,Conference,2007,9/12/07,NA,2754242139,0,0,5,0,2,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,An approach to modeling context-adaptable services,KES (3),"Springer, Berlin, Heidelberg",NA,NA,626,633,international conference on knowledge-based and intelligent information and engineering systems,NA,
1572040697,NSF-9972762,Second,0.866005283,9972762,10.1007/978-3-540-69304-8_42,Conference,2008,6/17/08,NA,1122073392,7,7,7,7,2,1,-0.002840909,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,Transforming Raw-Email Data into Social-Network Information,ISI Workshops,"Springer, Berlin, Heidelberg",NA,NA,413,420,intelligence and security informatics,NA,
1599061246,NSF-1545481,Second,0.11119314,1545481,,Conference,2003,1/1/03,NA,2755198924,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,Enhancing gameplay: challenges for articifical intelligence in digital games,DiGRA Conference,,2,NA,,,digital games research association conference,NA,
1707425356,NSF-9987555,First,NA,9987555,10.1186/1471-2105-6-14,Journal,2005,1/21/05,19032547,NA,15,14,21,12,5,2,-4.57E-05,-11.95292485,69,37.70603235,0,0,0,0,0,0,1,2,NA,NA,NA,BMC Bioinformatics,A robust two-way semi-linear model for normalization of cDNA microarray data,,BioMed Central,6,1,14,14,BMC Bioinformatics,NA,
1761903142,NSF-1069193,Crossref,NA,1069193,10.1016/J.ECOLENG.2015.10.018,Journal,2015,12/1/15,134185576,NA,43,NA,48,32,2,1,-0.002282526,-21.00914265,387,59.78237133,-0.696428571,2,0,0,0,0,0,1,NA,NA,NA,Ecological Engineering,Hydrologic conditions drive denitrification and greenhouse gas emissions in stormwater detention basins,,Elsevier,85,NA,67,75,Ecological Engineering,NA,
1772918053,NSF-1069091,Crossref,NA,1069091,10.1007/S10971-015-3850-X,Journal,2016,1/1/16,146449914,NA,5,NA,38,5,4,1,-0.000471402,-2.178779086,160,104.0314063,0,0,0,0,0,0,0,1,NA,NA,NA,Journal of Sol-Gel Science and Technology,Economical synthesis of vanadia aerogels via epoxide-assisted gelation of VOCl 3,,Springer US,77,1,244,256,Journal of Sol-Gel Science and Technology,NA,
1779071547,NSF-1144726,Crossref,NA,1144726,10.1002/BIT.25515,Journal,2015,6/1/15,151564723,NA,65,NA,31,61,3,2,-0.010610654,-0.496691872,174,48.01024403,0.125,1,4,0,1,0,0,3,NA,NA,NA,Biotechnology and Bioengineering,Expression of difficult-to-remove host cell protein impurities during extended Chinese hamster ovary cell culture and their impact on continuous bioprocessing.,,Biotechnol Bioeng,112,6,1232,1242,Biotechnology and Bioengineering,NA,
1795119875,NSF-1449815,First,NA,1449815,10.3389/FPSYG.2015.01346,Journal,2015,9/8/15,9692511,NA,15,NA,55,14,3,2,-0.000294349,8.979169652,171,196.028626,1,1,0,0,0,0,0,3,NA,NA,NA,Frontiers in Psychology,Interference in the processing of adjunct control,,Frontiers,6,NA,1346,1346,Frontiers in Psychology,NA,
1816227822,NSF-1425989,First,NA,1425989,10.1175/JTECH-D-15-0101.1,Journal,2015,11/25/15,135937692,NA,43,NA,35,33,4,3,-0.000722349,-28.9104613,197,56.16759806,-0.928571429,2,0,0,0,0,0,4,NA,NA,NA,Journal of Atmospheric and Oceanic Technology,Air Oxygen Calibration of Oxygen Optodes on a Profiling Float Array,,American Meteorological Society,32,11,2160,2172,Journal of Atmospheric and Oceanic Technology,NA,
1826343725,NSF-2022138,Second,0.181540477,2022138,10.1080/00031305.2015.1033990,Journal,2015,6/29/15,4179095,NA,10,NA,18,6,1,1,0,-11.47546032,53,2.857738033,3.25,5,0,0,0,0,0,2,NA,NA,NA,The American Statistician,Recent Developments and Their Implications for the Future of Academic Statistical Consulting Centers,,Taylor & Francis,69,2,127,137,The American Statistician,NA,
1826343725,NSF-1955109,Second,0.181540477,1955109,10.1080/00031305.2015.1033990,Journal,2015,6/29/15,4179095,NA,10,NA,18,6,1,1,0,-11.47546032,53,2.857738033,3.25,5,0,0,0,0,0,2,NA,NA,NA,The American Statistician,Recent Developments and Their Implications for the Future of Academic Statistical Consulting Centers,,Taylor & Francis,69,2,127,137,The American Statistician,NA,
1844067986,NSF-1449815,First,NA,1449815,10.1111/LANG.12138,Journal,2015,12/1/15,82334308,NA,60,NA,32,46,2,2,-0.006015038,9.545253558,96,115.2027562,0.421825397,1,0,0,0,0,0,1,NA,NA,NA,Language Learning,Comparing Elicited Imitation and Word Monitoring as Measures of Implicit Knowledge.,,"Wiley-Blackwell. 350 Main Street, Malden, MA 02148. Tel: 800-835-6770; Tel: 781-388-8598; Fax: 781-388-8232; e-mail: cs-journals@wiley.com; Web site: http://www.wiley.com/WileyCDA",65,4,860,895,Language Learning,NA,
1848762285,NSF-1144885,Crossref,NA,1144885,10.1002/IEAM.1610,Journal,2015,7/1/15,112294809,NA,6,NA,61,5,3,NA,0,-12.93965108,284,46.438224,1.5,1,0,0,0,0,0,1,NA,NA,NA,Integrated Environmental Assessment and Management,A tiered assessment framework to evaluate human health risk of contaminated sediment.,,Wiley-Blackwell,11,3,459,473,Integrated Environmental Assessment and Management,NA,
1850430998,NSF-9987590,Crossref,NA,9987590,10.1002/AJPA.22695,Journal,2015,4/1/15,126146781,NA,8,NA,40,8,4,2,-0.00085022,-1.43021429,97,60.16983007,0,0,0,0,0,0,0,2,NA,NA,NA,American Journal of Physical Anthropology,Reconciling the convergence of supraspinous fossa shape among hominoids in light of locomotor differences.,,"John Wiley & Sons, Ltd",156,4,498,510,American Journal of Physical Anthropology,NA,
1864868185,NSF-1068864,Crossref,NA,1068864,10.1016/J.RENENE.2015.09.068,Journal,2016,3/1/16,815301,NA,30,NA,35,30,6,3,-0.000318566,-61.92796109,57,0.640512615,6.833333333,2,0,0,0,0,0,5,NA,NA,NA,Renewable Energy,Automatic identification of wind turbine models using evolutionary multiobjective optimization,,Pergamon,87,NA,892,902,Renewable Energy,NA,
1866891026,NSF-1144388,Crossref,NA,1144388,10.1007/S13412-016-0391-8,Journal,2017,3/1/17,2764462298,NA,16,NA,39,NA,5,1,-0.000124461,-17.44340135,275,1.990731176,0.5,2,0,0,1,0,0,3,NA,NA,NA,Journal of Environmental Studies and Sciences,Transitions in climate and energy discourse between Hurricanes Katrina and Sandy,,Springer US,7,1,87,101,Journal of Environmental Studies and Sciences,1866891026,
1885169442,NSF-1069091,Crossref,NA,1069091,10.1103/PHYSREVB.91.241103,Journal,2015,6/8/15,6791298,NA,13,NA,0,12,6,2,NA,NA,NA,NA,1.5,2,0,0,0,0,0,1,NA,NA,NA,Physical Review B,Quasilocal critical nature of cooperative paramagnetic fluctuations in CaRuO 3 metal,,American Physical Society,91,24,241103,,Physical Review B,NA,
1888331191,NSF-1069091,Crossref,NA,1069091,10.1016/J.JPOWSOUR.2015.08.098,Journal,2015,12/20/15,177147899,NA,5,NA,31,3,6,3,-9.58E-05,-1.872334712,158,280.5073285,0,0,0,0,0,0,0,1,NA,NA,NA,Journal of Power Sources,A study of perfluorocarboxylate ester solvents for lithium ion battery electrolytes,,Elsevier,299,NA,434,442,Journal of Power Sources,NA,
1898338332,NSF-1144807,Crossref,NA,1144807,10.1111/OIK.02803,Journal,2016,6/1/16,200794352,NA,75,NA,40,75,5,3,-0.003612569,7.507888533,196,174.9560847,0,0,0,0,0,0,0,7,NA,NA,NA,Oikos,Differentiating between niche and neutral assembly in metacommunities using null models of β-diversity,,Blackwell Publishing Ltd,125,6,778,789,Oikos,NA,
1900993640,NSF-1450032,First,NA,1450032,10.1039/C5LC00778J,Journal,2015,9/29/15,116836101,NA,20,NA,46,18,8,1,-0.000598146,-27.77096142,442,-3.296071849,2,1,0,0,0,0,0,2,NA,NA,NA,Lab on a Chip,Spatiotemporal norepinephrine mapping using a high-density CMOS microelectrode array,,Lab Chip,15,20,4075,4082,Lab on a Chip,NA,
1906665660,NSF-1144646,First,NA,1144646,10.1039/C5PY01251A,Journal,2015,11/3/15,187215728,NA,6,NA,40,4,4,1,0,0.284611103,260,145.3545285,1,4,1,0,0,0,0,1,NA,NA,NA,Polymer Chemistry,Modular amphiphilic copolymer-grafted nanoparticles: “nanoparticle micelle” behavior enhances utility as dispersants,,The Royal Society of Chemistry,6,44,7749,7757,Polymer Chemistry,NA,
1906957401,NSF-1449815,First,NA,1449815,10.3389/FPSYG.2015.01545,Journal,2015,10/9/15,9692511,NA,63,NA,93,42,3,2,-0.002259353,7,668,95.48372931,3.25,3,0,0,0,0,0,3,NA,NA,NA,Frontiers in Psychology,Heritage language and linguistic theory,,Frontiers Media SA,6,NA,1545,1545,Frontiers in Psychology,NA,
1908386219,NSF-1545261,First,NA,1545261,10.1007/S10980-015-0279-0,Journal,2016,1/1/16,104292366,NA,18,NA,20,18,7,1,-0.001656772,-0.557653335,123,48.72373702,3,1,0,0,0,0,0,2,NA,NA,NA,Landscape Ecology,Persistence and habitat associations of Purple Martin roosts quantified via weather surveillance radar,,Springer Netherlands,31,1,43,53,Landscape Ecology,NA,
1924804401,NSF-1144676,Crossref,NA,1144676,10.1109/TMAG.2015.2437337,Journal,2015,5/25/15,50523690,NA,7,NA,17,6,3,1,-0.001954761,-0.803708553,80,112.6818242,0,0,0,0,0,0,0,1,NA,NA,NA,IEEE Transactions on Magnetics,Magnetic Determination of the Electronic State of Cu and Exchange Interactions in the $\alpha $ - and $\beta $ -Phases of Molecular Semiconductor Copper Phthalocyanine (C 32 H 16 N 8 Cu),,Institute of Electrical and Electronics Engineers (IEEE),51,11,1,4,IEEE Transactions on Magnetics,NA,
1930552899,NSF-1449815,First,NA,1449815,10.1121/1.4929731,Journal,2015,9/18/15,11296630,NA,6,NA,10,5,4,3,-0.001584786,-11.27295877,12,71.93720318,1,1,0,0,0,0,2,1,NA,NA,NA,Journal of the Acoustical Society of America,Toddlers' comprehension of degraded signals: Noise-vocoded versus sine-wave analogs,,Acoustical Society of America,138,3,,,Journal of the Acoustical Society of America,NA,
1964668379,NSF-9987607,First,NA,9987607,10.1021/ES060635J,Journal,2006,8/23/06,13479253,NA,82,64,33,25,5,1,-0.005775339,-0.738270189,160,65.41134418,3.071428571,2,0,0,0,0,0,2,NA,NA,NA,Environmental Science & Technology,"Hyporheic exchange and fulvic acid redox reactions in an Alpine stream/wetland ecosystem, Colorado Front Range.",,American Chemical Society,40,19,5943,5949,Environmental Science & Technology,NA,
1965819751,NSF-1068780,Crossref,NA,1068780,10.1103/PHYSREVLETT.114.098302,Journal,2015,3/5/15,24807848,NA,23,NA,3,17,7,6,0.009778357,NA,NA,NA,0,0,0,0,0,0,0,2,NA,NA,NA,Physical Review Letters,Active viscoelastic matter: from bacterial drag reduction to turbulent solids.,,American Physical Society,114,9,098302,,Physical Review Letters,NA,
1966282214,NSF-9987607,Second,1.83580832,9987607,10.1038/NATURE02805,Journal,2004,9/9/04,137773608,NA,2007,1042,48,382,49,1,-0.019386865,31.97053146,128,154.478572,-1.537168165,3,0,1,2,0,0,1,NA,NA,NA,Nature,High-resolution record of Northern Hemisphere climate extending into the last interglacial period.,,Nature Publishing Group,431,7005,147,151,Nature,NA,
1966659698,NSF-9987607,First,NA,9987607,10.1890/1051-0761(2006)016[1183:NCLFAV]2.0.CO;2,Journal,2006,6/1/06,166870025,NA,175,119,54,49,4,2,-0.005855523,-4.189371451,334,47.12401356,0.223506494,3,0,0,0,0,0,2,NA,NA,NA,Ecological Applications,Nitrogen critical loads for alpine vegetation and terrestrial ecosystem response : are we there yet?,,"John Wiley & Sons, Ltd",16,3,1183,1193,Ecological Applications,NA,
1967152287,NSF-9972759,Crossref,NA,9972759,10.1016/J.CHEMGEO.2005.04.013,Journal,2005,8/5/05,141585851,NA,64,45,65,22,4,2,-0.002304147,-23.0395484,359,3.946400141,9.537142857,9,0,0,0,0,0,2,NA,NA,NA,Chemical Geology,Production of a molybdophore during metal-targeted dissolution of silicates by soil bacteria,,Elsevier,220,3,285,302,Chemical Geology,NA,
1968657472,NSF-1449815,First,NA,1449815,10.1007/S11049-014-9260-X,Journal,2015,5/1/15,36887808,NA,18,NA,121,11,7,3,-0.001122785,3.844514094,463,102.9257941,0,0,0,0,0,0,0,2,NA,NA,NA,Natural Language and Linguistic Theory,Ergativity and the complexity of extraction: a view from Mayan,,Springer Netherlands,33,2,417,467,Natural Language and Linguistic Theory,NA,
1972018285,NSF-1735320,Second,0.016726024,1735320,10.1007/S003380050250,Journal,1997,6/9/97,130807758,NA,23,10,5,5,2,1,0.034124629,NA,NA,NA,1.5,1,0,0,0,0,0,2,NA,NA,NA,Coral Reefs,The International Coral Reef Initiative (ICRI): Global priorities for the conservation and management of coral reefs and the need for partnerships,,Springer-Verlag,16,1,,,Coral Reefs,NA,
1972268104,NSF-1069333,Crossref,NA,1069333,10.1016/J.ADVWATRES.2015.04.008,Journal,2015,8/1/15,145524021,NA,12,NA,37,10,3,1,-8.12E-05,-0.941025699,180,87.45468135,0.5,1,0,0,0,0,0,1,NA,NA,NA,Advances in Water Resources,Quantitative assessment of groundwater controls across major US river basins using a multi-model regression algorithm,,Elsevier,82,NA,106,123,Advances in Water Resources,NA,
1973646829,NSF-9987607,First,NA,9987607,10.1038/432936B,Journal,2004,12/22/04,137773608,NA,3,3,2,3,1,NA,0.375,696.3475198,1,696.3475198,0,0,0,0,0,0,0,1,NA,NA,NA,Nature,US proves a wet blanket at international climate meeting.,,Nature Publishing Group,432,7020,936,936,Nature,NA,
1973788636,NSF-1144901,Crossref,NA,1144901,10.1364/BOE.5.002125,Journal,2014,7/1/14,104118869,NA,5,NA,27,5,4,2,-0.00295858,-18.51786995,123,63.57052438,1,1,1,0,0,0,1,2,NA,NA,NA,Biomedical Optics Express,Vibrationally resonant sum-frequency generation microscopy with a solid immersion lens.,,Optical Society of America,5,7,2125,2134,Biomedical Optics Express,NA,
1974864470,NSF-1258485,Crossref,NA,1258485,10.1145/2803140.2803143,Conference,2015,8/31/15,NA,1133523790,8,NA,16,8,6,1,-4.17E-05,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,Gaussian Mixture Models Use-Case: In-Memory Analysis with Myria,IMDM@VLDB,ACM,NA,NA,3,,very large data bases,NA,
1977341063,NSF-9987607,First,NA,9987607,10.1016/J.QUASCIREV.2006.07.017,Journal,2007,1/1/07,81424476,NA,285,201,36,102,9,4,-0.014141414,-17.72623947,84,234.067989,-1.736979454,3,0,0,1,0,0,1,NA,NA,NA,Quaternary Science Reviews,The 8.2 ka event from Greenland ice cores,,Pergamon,26,26,70,81,Quaternary Science Reviews,NA,
1979004472,NSF-9987555,First,NA,9987555,10.1016/J.CELLSIG.2004.06.007,Journal,2005,2/1/05,113768434,NA,28,27,56,22,6,3,-0.002206177,18.66580312,284,162.4675569,-0.3,1,2,0,0,0,5,1,NA,NA,NA,Cellular Signalling,Sumoylation of internally initiated Sp3 isoforms regulates transcriptional repression via a Trichostatin A-insensitive mechanism,,Pergamon,17,2,153,166,Cellular Signalling,NA,
1980596001,NSF-9987607,First,NA,9987607,10.1038/438895A,Journal,2005,12/14/05,137773608,NA,3,2,2,2,1,NA,0.5,623.3566274,1,623.3566274,0,0,0,0,0,0,0,1,NA,NA,NA,Nature,Developing nations offer hope in climate talks,,Nature Publishing Group,438,7070,895,895,Nature,NA,
1980760525,NSF-1449815,First,NA,1449815,10.1111/INFA.12077,Journal,2015,5/1/15,121203305,NA,17,NA,23,15,2,1,-0.004008552,-2.745342205,59,72.0641808,1.333333333,2,0,0,0,0,0,3,NA,NA,NA,Infancy,Infant Preferences for Structural and Prosodic Properties of Infant‐Directed Speech in the Second Year of Life,,"John Wiley & Sons, Ltd",20,3,339,351,Infancy,NA,
1981838014,NSF-1069311,Crossref,NA,1069311,10.1109/TDSC.2014.2355847,Journal,2015,7/1/15,133795288,NA,14,NA,42,12,5,4,-0.003579098,6.897792795,14,38.54474607,2,4,0,0,0,0,0,5,NA,NA,NA,IEEE Transactions on Dependable and Secure Computing,Between Worlds: Securing Mixed JavaScript/ActionScript Multi-Party Web Content,,IEEE,12,4,443,457,IEEE Transactions on Dependable and Secure Computing,NA,
1982024602,NSF-9987607,First,NA,9987607,10.1046/J.1365-2486.2002.00503.X,Journal,2002,8/1/02,74970393,NA,184,79,53,31,6,4,-0.004026213,-14.96202731,416,20.62798449,6.996031746,15,0,0,0,0,0,1,NA,NA,NA,Global Change Biology,"Satellite estimates of productivity and light use efficiency in United States agriculture, 1982–98",,Blackwell Science Ltd,8,8,722,735,Global Change Biology,NA,
1982641819,NSF-9987607,First,NA,9987607,10.1038/4351018A,Journal,2005,6/22/05,137773608,NA,8,7,0,5,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,Nature,A trip of a lifetime,,Nature Publishing Group,435,7045,1018,1020,Nature,NA,
1982649029,NSF-1449815,First,NA,1449815,10.1093/APPLIN/AMU071,Journal,2015,7/1/15,183798913,NA,27,NA,36,21,2,1,-0.007278835,2.173363251,59,416.3333333,0.75,1,0,0,0,0,0,1,NA,NA,NA,Applied Linguistics,The Effectiveness of Processing Instruction in L2 Grammar Acquisition: A Narrative Review,,Oxford University Press,36,3,290,305,Applied Linguistics,NA,
1985952564,NSF-1144843,Crossref,NA,1144843,10.1155/2015/658163,Journal,2015,4/5/15,100353606,NA,23,NA,32,15,5,NA,-5.40E-05,-7.328104249,195,36.57795223,8.033333333,3,0,0,0,0,0,3,NA,NA,NA,International Journal of Chemical Engineering,Influence of Strong Acid Hydrolysis Processing on the Thermal Stability and Crystallinity of Cellulose Isolated from Wheat Straw,,Hindawi,2015,NA,1,11,International Journal of Chemical Engineering,NA,
1986135828,NSF-9987555,First,NA,9987555,10.1073/PNAS.1332765100,Journal,2003,7/22/03,125754415,NA,204,106,55,45,5,2,-0.000495067,-10.25106244,336,57.81828507,2.641414141,7,48,0,0,0,0,1,NA,NA,NA,Proceedings of the National Academy of Sciences of the United States of America,Functional and comparative genomic analyses of an operon involved in fructooligosaccharide utilization by Lactobacillus acidophilus.,,National Academy of Sciences,100,15,8957,8962,Proceedings of the National Academy of Sciences of the United States of America,NA,
1988933805,NSF-9987555,Second,2.578858674,9987555,10.1016/J.FGB.2004.08.007,Journal,2004,12/1/04,51923826,NA,22,18,32,11,6,2,-0.000137243,0.100213643,160,60.15412063,0.222222222,1,4,0,0,0,0,1,NA,NA,NA,Fungal Genetics and Biology,"Insight into Trichoderma reesei's genome content, organization and evolution revealed through BAC library characterization.",,Academic Press,41,12,1077,1087,Fungal Genetics and Biology,NA,
1990043560,NSF-9987607,Second,1.040319858,9987607,10.1038/NEWS060904-16,Journal,2006,9/8/06,137773608,NA,1,1,0,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,Nature,Going to court over climate change,,Nature Publishing Group,NA,NA,,,Nature,NA,
1992395246,NSF-9987555,First,NA,9987555,10.1104/PP.104.056507,Journal,2005,2/1/05,42294715,NA,164,113,73,57,6,3,-0.000157099,-5.084502235,715,68.6135171,0.064772727,3,8,0,0,0,0,1,NA,NA,NA,Plant Physiology,"Phylogenetic analyses identify 10 classes of the protein disulfide isomerase family in plants, including single-domain protein disulfide isomerase-related proteins.",,American Society of Plant Biologists,137,2,762,778,Plant Physiology,NA,
